,id,user_location,date,text,hashtags,source,retweets,favorites,is_retweet
153051,1422271254397014034,next to electric socket ,2021-08-02 19:01:06,@MahimaShastri The pain for these people are that they are not able to digest the fact that #covaxin is the best va… https://t.co/MthRQM3yeJ,['covaxin'],Twitter for Android,1,4,False
32981,1372906305531314178,Harare Zimbabwe.,2021-03-19 13:42:25,@magdenzo79 @daddyhope Jus like the same he was bullsh*ting about #sinopharm vaccine.,['sinopharm'],Twitter for Android,0,1,False
34894,1373740147733377024,"Houston, TX",2021-03-21 20:55:48,So relieved to get my first #COVID19Vaccine today. #COVID19 #relief #Moderna https://t.co/bZ0nsfWixe,"['COVID19Vaccine', 'COVID19', 'relief', 'Moderna']",Twitter for Android,0,44,False
83079,1398714057872474116,"Las Vegas, NV",2021-05-29 18:53:12,Me and my Wife are about to get our second dose of #Moderna.. It feels so good to be fully vaccinated.… https://t.co/icnCWjLWVF,['Moderna'],Twitter for iPhone,0,1,False
58104,1381594016593158153,,2021-04-12 13:04:16,"#SputnikV

Where Are 

""Troll Ministers Of Troll Cabinet Of Modi Govt""

Hiding?

""JAN KI BAAT"" https://t.co/g8xYzHXs0w",['SputnikV'],Twitter for Android,14,18,False
161696,1427482756397756416,,2021-08-17 04:09:45,Is there anyone out there that has had complications since getting vaccinated? I got #moderna and I’ve been having… https://t.co/HXx6gh9DBX,['moderna'],Twitter for iPhone,0,1,False
94691,1402608166853087232,London ,2021-06-09 12:47:00,"@JulianDutton1 ......
Seriously ... is because of this crap that we're not closing the borders 😣 #Yorkshire #COVID19 #Covaxin 
......","['Yorkshire', 'COVID19', 'Covaxin']",Twitter for Android,0,0,False
180656,1433016348259459073,"Bengaluru, India",2021-09-01 10:38:16,"Pincode: 560098
COVAXIN - Dose 2: 37 slots

Age: 18 and above  (All Ages)
Date: 04 Sep 2021
Fees: ₹1350
ALTIUS HOSP… https://t.co/Qsz5fTkl9J",,CowinAlertBot,0,0,False
189624,1438387381422280706,"Kalyan Dombivali, India",2021-09-16 06:20:50,"Vaccine efficacy reduces over time for #Moderna as per report. @mansukhmandviya @MoHFW_INDIA
Hoping similar studies… https://t.co/DXFkgET19x",['Moderna'],Twitter Web App,0,0,False
68481,1384271947538698247,"Toronto, Canada  and Worldwide",2021-04-19 22:25:25,@fordnation @EUAmbCanada EMBARRASSING Moscow Russia everything is open business as usual. Ontario reporting 4447 ca… https://t.co/BxzxttgHhX,,Twitter Web App,0,0,False
168045,1427860763415236611,Republic of the Philippines,2021-08-18 05:11:49,"This comes after it was revealed that the US #Moderna ""donation"" came at a price of extending the Visiting Forces A… https://t.co/2KwHPvQZxr",['Moderna'],Twitter Web App,0,0,False
208714,1451068765014138886," Uttar Pradesh, India",2021-10-21 06:12:07,A big thankyou to #Pfizer  #Moderna #Sinopharm  lobbyist in India to mock Indian vaccination program and give us a… https://t.co/5aPD3TjINL,"['Pfizer', 'Moderna', 'Sinopharm']",Twitter for Android,1,5,False
79793,1396049376355569666,"Faridpur, Dhaka, Bangladesh",2021-05-22 10:24:43,"Check out new work on my @Behance profile: ""Geometric Red Business Annual Report Flyer Template""… https://t.co/ckqVyxchVO",,Twitter Web App,0,1,False
124976,1410516984542924802,Moscow,2021-07-01 08:33:49,"$AFKS
The Head of the Ministry of Health of #Armenia has informed that the production of the Russian #vaccine… https://t.co/Md7LR9RXWZ","['Armenia', 'vaccine']",Twitter Web App,0,0,False
184469,1434383117716910085,Antarctica,2021-09-05 05:09:19,"#António_Guterres

#Bilderberg_Group

#Trilateral_Commission

#Club_of_Rome

#Conspiracy

#Khazars

#СпутникВ or… https://t.co/INxs4AQoNX","['António_Guterres', 'Bilderberg_Group', 'Trilateral_Commission', 'Club_of_Rome', 'Conspiracy', 'Khazars', 'СпутникВ']",Twitter for iPhone,0,0,False
221303,1457939265803878405,India,2021-11-09 05:13:02,Britain announced that it is adding #Covaxin and China’s Sinovac and Sinopharm Beijing vaccines to its list of appr… https://t.co/E7X4EASC3S,['Covaxin'],TweetDeck,5,43,False
75097,1394217797178204164,"New Delhi, India",2021-05-17 09:06:40,"Total 23,000 AEFI reported from 684 districts after nearly 7.5 crore doses of #CovidVaccines in India; of these 700… https://t.co/uM6cXLrWXT",['CovidVaccines'],Twitter for Android,5,8,False
216659,1456202236862808065,,2021-11-04 10:10:42,"The situation with #COVID19 #pandemic in #Azerbaijan is under control. So, the only restriction is wearing mask in… https://t.co/HAU7rwfWdu","['COVID19', 'pandemic', 'Azerbaijan']",Twitter for Android,0,0,False
212934,1449349023115067392,"Bengaluru, India",2021-10-16 12:18:29,"Pincode: 560085
SPUTNIK V - Dose 1: 25 slots

Age: 18 and above  (All Ages)
Date: 22 Oct 2021
Fees: ₹995
RAKSHOBHYA… https://t.co/vQeZXVkKT5",,CowinAlertsBot,0,0,False
183814,1433998791410008064,"Bengaluru, India",2021-09-04 03:42:08,"Pincode: 560078
COVAXIN - Dose 1: 50 slots

Age: 18 and above  (All Ages)
Date: 04 Sep 2021
Fees: ₹1410
VASAVI HOSP… https://t.co/KoXD85o9m3",,CowinAlertsBot,0,0,False
54656,1380184850066403328,Noida,2021-04-08 15:44:45,"@narendramodi  meets chief ministers as #India  hits record number of daily #COVID19 cases. #COVID19India,… https://t.co/UkrtKpk5A1","['India', 'COVID19', 'COVID19India']",Twitter Web App,3,1,False
225259,1460251477583306763,Islamic republic of Iran 🇮🇷,2021-11-15 14:20:57,It's the reason that we say #Pfizer is harmful but some people still say Noooo! That's high-tech🤦‍♀️ who those say… https://t.co/iLUiGsKwrC,['Pfizer'],Twitter for Android,2,6,False
53128,1381673592719618054,"Washington, DC",2021-04-12 18:20:29,"Happiness is... ⁣
a FULLY VACCINATED husband! ⁣⁣
#getvaccinated 💉 #moderna #TheDolly 🏳️‍🌈 #pandemiclife https://t.co/0TKP4wzkFS","['getvaccinated', 'moderna', 'TheDolly', 'pandemiclife']",Twitter for iPhone,0,15,False
178996,1433413594302107651,"Adma, Lebanon",2021-09-02 12:56:47,#Moderna seeks U.S. authorization for COVID-19 #vaccine booster | https://t.co/OBi0yidN4j |,"['Moderna', 'vaccine']",TweetDeck,0,1,False
178745,1433868689976303627,"New York, NY",2021-09-03 19:05:10,Update: FDA &amp; CDC are investigating the possibility that the #Moderna vaccine could be up to 2.5x more likely to be… https://t.co/hm1SRLxqLW,['Moderna'],Hootsuite Inc.,0,1,False
193577,1440701278116462599,Freelance,2021-09-22 15:35:26,"Who said youngsters are reluctant to get #vaccinated ? 20-30yr olds frm 10 villages in Rajagalatenne, Bakkiella &amp; N… https://t.co/HE5NTcQCF0",['vaccinated'],Twitter Web App,5,19,False
149306,1421208862502252549,"Los Angeles, CA",2021-07-30 20:39:32,@DrTedros @WHO #COVAXIN is our best tool. Approve #covaxin and let’s heal the world 🙏🏼🌈❤️ . @WHO @BharatBiotech @Ocugen @gavi,"['COVAXIN', 'covaxin']",Twitter for iPhone,0,0,False
57418,1381629126704963586,,2021-04-12 15:23:47,"@malviyapankaj Thanks , mild tiredness reported / experienced #Covaxin",['Covaxin'],Twitter for iPhone,0,2,False
62705,1384568134250770434,"Boston, MA",2021-04-20 18:02:21,"Pfizer could apply for full FDA approval of its COVID-19 vaccine as early as this month, and Moderna could follow s… https://t.co/MSlTkD9rj8",,Twitter Web App,0,0,False
64827,1384099665914712064,,2021-04-19 11:00:50,@suhasinih Matter of pride in making a vaccine which is the brain child of #oxfordastrazeneca,['oxfordastrazeneca'],Twitter for Android,0,0,False
82705,1396849653375766530,"Lahore, Pakistan",2021-05-24 15:24:44,My mother got 2nd dose of #Sinovac jab at Expo Center Lahore. Thank you @PunjabGovt for the amazing arrangements &amp;… https://t.co/TGmRXAyGdE,['Sinovac'],Twitter for Android,0,0,False
69973,1395310157085777922,"Riyadh, Kingdom of Saudi Arabi",2021-05-20 09:27:19,"@SaudiMOH937 @Saudi_FDA @SaudiMOH In #Pakistan, they are vaccinating people with #Sinopharm or #Sputnik, What do you suggest for those.","['Pakistan', 'Sinopharm', 'Sputnik']",Twitter for Android,0,0,False
159873,1423928086991556609,Jakarta,2021-08-07 08:44:45,Lucky I got #Sinovac https://t.co/P4lAN7desc,['Sinovac'],Twitter Web App,0,0,False
44966,1379190850786357250,New Mexico,2021-04-05 21:54:57,First dose injected! I’ll just be over here in the corner manufacturing antibodies. #Moderna https://t.co/2aWJpuAHkZ,['Moderna'],Twitter for Mac,0,4,False
90246,1400422012548378635,"Barrie, Ontario, Canada",2021-06-03 12:00:01,"If I had AstraZeneca for my first jab, should a switch to Pfizer for my second? Here’s what health experts say abou… https://t.co/5PCwMIWD23",,Buffer,0,0,False
207949,1452094798731616257,United States,2021-10-24 02:09:13,"#the #vaccinated and all those forcing on us that wish to keep our #Blood #Pure ... 
#Pfizer #moderna #CovidVaccine… https://t.co/fMWDzqljHk","['the', 'vaccinated', 'Blood', 'Pure', 'Pfizer', 'moderna', 'CovidVaccine']",Twitter for Android,0,2,False
146302,1420890390069059586,,2021-07-29 23:34:02,"[05:04:02] 400602, 02-08-2021, 193 dose2 at TMC P Highway Hospital, #COVAXIN Devashish Appartment Marathon Circle N… https://t.co/0OumdewA96",['COVAXIN'],Cowin Vaccination Availability,0,0,False
122350,1410611337932070915,"Bengaluru, India",2021-07-01 14:48:45,What’s the status of #Covaxin ? #COVISHIELD,"['Covaxin', 'COVISHIELD']",Twitter for iPhone,0,0,False
73137,1392888690788028424,"California, USA",2021-05-13 17:05:17,"Got my second #Moderna vaccine yesterday. Wore my fancy ""party mask"" for the occasion - definitely worth celebratin… https://t.co/sI8kYP52Uw",['Moderna'],Twitter Web App,0,0,False
148285,1419689748336107520,Karachi-Pakistan,2021-07-26 16:03:07,Antibodies triggered by Sinovac Biotech's Covid-19 vaccine decline below a key threshold from around six months aft… https://t.co/Lv2bQLeJC5,,Twitter for Android,3,0,False
40080,1376622689364893704,"Beijing, China",2021-03-29 19:50:00,The first batch of 1 million doses of COVID-19 #vaccine produced by Chinese pharmaceutical company #Sinovac Biotech… https://t.co/XUCiR2JKcA,"['vaccine', 'Sinovac']",TweetDeck,7,46,False
133747,1415341455493763078,"New Hampshire, USA",2021-07-14 16:04:33,"@Survivor_Corps @frostnhstaterep @IAmCattSadler @julie_mazziotta @dianaberrent Sorry, but this is common sense… https://t.co/zxAIlOzCLJ",,Twitter Web App,0,0,False
9534,1361813629868376066,,2021-02-16 23:04:05,"How do the #Moderna and #Pfizer vaccines fare up against the new #COVID19 variants? 

For @mnt, I wrote about a rec… https://t.co/N6ukiZ9oUj","['Moderna', 'Pfizer', 'COVID19']",Twitter Web App,0,0,False
77688,1393129724352684037,,2021-05-14 09:03:04,"#SputnikV launching at Rs 995 (Base price of 948 + 5% GST), now Let's See How many twitter users will call it costly?",['SputnikV'],Twitter for Android,0,1,False
182012,1432636851462946819,"Bengaluru, India",2021-08-31 09:30:17,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 31/08 at 03:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/FgcQGlXzjk","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,0,0,False
139739,1418125624493977602,,2021-07-22 08:27:51,"'Gold Standard' Study Confirms COVID mRNA Vaccines Prevent Infection 
 Editor'... https://t.co/tkQNSMjeDb #Moderna… https://t.co/RHI4VRgJx8",['Moderna'],FS Poster,0,0,False
164635,1425663802356367365,"Bengaluru, India",2021-08-12 03:41:52,"Pincode: 560070
COVAXIN - Dose 2: 30 slots

Age: 18 and above  (All Ages)
Date: 12 Aug 2021
Fees: ₹1410
MADHUMEHA H… https://t.co/pr5EAzuPWR",,CowinAlertsBot,0,0,False
62583,1384623101007253506,"Bloomington, IN",2021-04-20 21:40:46,Did a thing today! #Moderna https://t.co/kt6yll8wAE,['Moderna'],Twitter for Android,0,1,False
221270,1457960146206789633,,2021-11-09 06:36:01,#travelwithshahii #update Delighted that the #UK will expand its list of #recognized #vaccines for inbound travel t… https://t.co/zoK1ZxA0ZZ,"['travelwithshahii', 'update', 'UK', 'recognized', 'vaccines']",Twitter Web App,0,0,False
177200,1429312998204600327,"Bengaluru, India",2021-08-22 05:22:28,"Pincode: 560103
COVAXIN - Dose 2: 79 slots

Age: 18 and above  (All Ages)
Date: 27 Aug 2021
Fees: ₹1200
MOTHERHOOD… https://t.co/YXjYyXJD6y",,CowinAlertsBot,0,0,False
208665,1451148310534840328,America🇺🇸,2021-10-21 11:28:12,"#FDA Approves #Moderna, #Johnson&amp;Johnson 💉 Booster Shots for Elderly, High-Risk Americans (Quickest approvals in hi… https://t.co/r9L7Pjjkej","['FDA', 'Moderna', 'Johnson']",Twitter for iPhone,0,0,False
182331,1435150855137861636,"Beijing, China",2021-09-07 08:00:02,#SriLanka is expanding #Sinopharm vaccinations to the 20 to 30-year-old age group. The country recently received 4… https://t.co/XeEvB35fNj,"['SriLanka', 'Sinopharm']",Twitter Web App,2,1,False
165585,1426245904311349249,,2021-08-13 18:14:56,An 89-year-old man died just days after receiving #Sinopharm vaccine. The vaccinated man was in good health and had… https://t.co/TFq8v3S74b,['Sinopharm'],Twitter for iPhone,0,0,False
178344,1432647791080361986,heart😍❤️,2021-08-31 10:13:45,"1st Dose of SinoVac is done.

Countdown starts😑😑
#Covid_19 #Sinovac","['Covid_19', 'Sinovac']",Twitter for Android,0,10,False
25838,1369855848051142657,India,2021-03-11 03:40:59,"Govt’s 45-lakh dose order comes as a booster shot for #Covaxin 

@BharatBiotech #Hyderabad 

#India #Business… https://t.co/Kjzmg6z4gz","['Covaxin', 'Hyderabad', 'India', 'Business']",Twitter Web App,3,0,False
150214,1420291571673485323,"Bengaluru, India",2021-07-28 07:54:33,"@narendramodi @PMOIndia Sir, only #Moderna and #Pfizer #Covid_19 mRNA vaccines have some data on lactating mothers.… https://t.co/t8Bcc9nx74","['Moderna', 'Pfizer', 'Covid_19']",Twitter for iPhone,0,0,False
121061,1408958996149592068,,2021-06-27 01:22:56,@birgitomo I vaxxed with #Moderna - mild symptoms for a day. Small price to pay. Thank you #Science.,"['Moderna', 'Science']",Twitter for Android,0,1,False
30961,1371970712915828736,"Toronto, Canada  and Worldwide",2021-03-16 23:44:42,Moscow Russia everything is open business as usual. Ontario Canada is reporting 1074 cases of #COVID19 313 new case… https://t.co/cu7qNrvuVF,['COVID19'],Twitter Web App,1,0,False
60754,1381901253748264960,New Delhi,2021-04-13 09:25:08,Overheard a bunch of boys who were shit scared that #SputnikV shot will turn them gay.,['SputnikV'],Twitter for iPhone,0,0,False
125390,1409439795181355010,India,2021-06-28 09:13:27,This #Indian achievement is despite Foreign Vaccine makers (except #SputnikV) not supplying #Covid vaccines to Indi… https://t.co/jBffufXRlS,"['Indian', 'SputnikV', 'Covid']",Twitter for iPhone,0,0,False
222454,1459870345289101318,India,2021-11-14 13:06:28,"#Moderna cmp 228 , would recommend It to accumulate for global equity basket 
Available at 52 weeks sma , accumulat… https://t.co/osGWnsfLe6",['Moderna'],Twitter for Android,0,0,False
113351,1408260657984589824,"Mohali, India",2021-06-25 03:07:59,@seekingsrishti why don't you highlight the irregularities of government on #Covaxin if you need information dm,['Covaxin'],Twitter for Android,0,0,False
193590,1440569407621648388,Republic of the Philippines,2021-09-22 06:51:25,"First Dose. DONE! 💉💉💉

#resbakuna #sinopharm @ Botolan, Zambales https://t.co/MLKOz1AHR3","['resbakuna', 'sinopharm']",Instagram,0,0,False
170225,1427805003066986497,"Bengaluru, India",2021-08-18 01:30:14,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 18/08 at 07:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/yEYVp9xXpV","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,1,0,False
188299,1438440329514942465,"Bulacan, Central Luzon",2021-09-16 09:51:14,"Fully vaccinated
#Sinovac #FullyVaccinated #vaccine https://t.co/iKYx6pXcHI","['Sinovac', 'FullyVaccinated', 'vaccine']",Twitter for Android,0,0,False
9535,1361813379556515840,Alberta & British Columbia,2021-02-16 23:03:05,"How to make a doctor smile... give him a second dose of #Moderna vaccine!! Go go ribosomes &amp; mRNA!! Feb 16, 2021.… https://t.co/ecLTTVGCqu",['Moderna'],Instagram,0,9,False
210827,1450940569769873413,,2021-10-20 21:42:43,@WHO Patiently waiting to be vaccinated.  Can't wait to hear the effectiveness and efficacy of the #covaxin  vaccin… https://t.co/dI5MTtZJG2,['covaxin'],Twitter for Android,0,0,False
115478,1407609116730798081,,2021-06-23 07:59:00,"Germany's Angela Merkel gets Moderna as second COVID19 vaccine after AstraZeneca first dose

#Germany #Covid… https://t.co/lKSABlak9W","['Germany', 'Covid']",TweetDeck,0,0,False
194744,1443493736684527622,INDIA,2021-09-30 08:31:40,"WHO to decide on Bharat Biotech’s #Covaxin emergency usage in October
https://t.co/0rFwRm3Rz2",['Covaxin'],Twitter Web App,0,6,False
110064,1405704604466106368,,2021-06-18 01:51:09,"It would seem that there is also good demand for #Sinovac in Singapore.

https://t.co/HzFtraRMhd https://t.co/q8Qu5rFMca",['Sinovac'],Twitter Web App,0,1,False
153242,1422211832731693062,India,2021-08-02 15:04:58,"Covaxin effective against Delta Plus Covid variant, says ICMR study #COVID19  #COVAXIN","['COVID19', 'COVAXIN']",Twitter for Android,0,4,False
168569,1427164606498234369,Karachi & LosAngeles,2021-08-16 07:05:32,"@fslsltn @OfficialNcoc @nhsrcofficial 
I would be grateful if you can let me know where can I get a booster shot of… https://t.co/hcaD9p8IsY",,Twitter for iPhone,4,6,False
224260,1461847789198090248,Partout,2021-11-20 00:04:07,"STUBBORN STEP by FEROCIOUS STEP
#FDA/#CDC are INTOXICATING Americans
with
#WorldHealthSummit LEAKED Gene Therapy in… https://t.co/cexShely7N","['FDA', 'CDC', 'WorldHealthSummit']",Twitter Web App,0,0,False
225550,1462863600570155010,,2021-11-22 19:20:35,@Ocugen @NIHDirector @TheLancet We need #covaxin in Canada too🇨🇦,['covaxin'],Twitter Web App,1,4,False
85049,1399570539530706946,,2021-06-01 03:36:34,"#COVAXIN @ RxDx Samanvay Covaxin - 560003 for AGE 18+(Capacity: 50, Dose 1 - 50 Dose 2: 0 slots) on 01-06-2021",['COVAXIN'],cowin_vaccine_app,0,0,False
60331,1382207803792584704,,2021-04-14 05:43:15,Sputnik-V: Russia Say It Expects 50 Million Doses Production Per Month In India - https://t.co/aLzQwPgroD #SputnikV… https://t.co/lCLnDeW4xE,['SputnikV'],Twitter Web App,0,1,False
188227,1439135915125870596,,2021-09-18 07:55:14,@ChuckWagon645 @jaxcairo @RepThomasMassie @CDCgov WHich explains why the US and Europe doubled down on untested mRN… https://t.co/DHoPfIRGHB,,Twitter Web App,0,1,False
135728,1417162565323431936,,2021-07-19 16:40:59,"[22:10:59] 400601, 20-07-2021, 49 dose2 at TMC P Infinity Medisurge, #COVAXIN Shop No 1 Ground Floor Amber Arcade B… https://t.co/LkWaAhoOGx",['COVAXIN'],Cowin Vaccination Availability,0,0,False
56732,1382764594695790596,"Los Angeles, CA",2021-04-15 18:35:44,Vaxed X 2! Yahoo 🎉🙏🏼👍🏼 #ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs #vaxed #moderna #vaccinationdone✔️ https://t.co/O0Eq2NEDG8,"['ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs', 'vaxed', 'moderna', 'vaccinationdone']",Twitter for iPhone,0,2,False
148439,1420011023616987138,India,2021-07-27 13:19:45,"#COVID19 | ""There is an offer and we are working on it"": Dr VK Paul, Member-Health, Niti Aayog on availability of… https://t.co/XIX3qhPpO0",['COVID19'],Twitter Web App,7,79,False
110730,1406964239303155712,"Atlanta, Ga",2021-06-21 13:16:29,"#MotivationalMonday 👏🏾 In Many Cases This Is The Answer!!
#atlanta #atl #onenewton #inspiration… https://t.co/u38Kvgopx7","['MotivationalMonday', 'atlanta', 'atl', 'onenewton', 'inspiration']",Twitter for iPhone,0,0,False
35659,1374062035647000577,"Toronto, Ontario",2021-03-22 18:14:52,"Every dude at a club in the #summer of 2021.
#Moderna #pfizer #vaccine #COVID19 https://t.co/92qhhL3Hda","['summer', 'Moderna', 'pfizer', 'vaccine', 'COVID19']",Twitter for Android,4,8,False
22958,1368607575177129991,"Hillsborough, NC",2021-03-07 17:00:48,"On Friday, my heart was full of joy and thankfulness when I received the first dose of the #moderna COVID-19 vaccin… https://t.co/vxYnjF1LbV",['moderna'],Twitter for iPhone,0,13,False
179083,1433270718217719811,Cedarglen Gate Mississauga,2021-09-02 03:29:02,@CedarglenBuilds @jm_mcgrath @cmcovidtf has led strong campaign to assure members that  #Pfizer #Moderna are #HALAL… https://t.co/4AfXyR3Qp9,"['Pfizer', 'Moderna', 'HALAL']",Twitter for iPhone,0,0,False
16475,1365938454241099780,South Africa,2021-02-28 08:14:40,A senior German immunologis #CarstenWatzl has urged his country to change its decision over the #OxfordAstraZeneca… https://t.co/b1Dhy7W4OB,"['CarstenWatzl', 'OxfordAstraZeneca']",Twitter Web App,0,2,False
181120,1432412889114021893,"Bengaluru, India",2021-08-30 18:40:20,"Pincode: 560003
COVAXIN - Dose 2: 17 slots

Age: 18 and above  (All Ages)
Date: 31 Aug 2021
Fees: ₹1410
MANIPAL NOR… https://t.co/ALHDwaWZay",,CowinAlertBot,0,0,False
181702,1431865625790455809,"Jamnagar, India",2021-08-29 06:25:42,"@BharatBiotech  dear management team hello good day..
When covaxin is valid for international travel.. I can not go… https://t.co/Ir5nfvqu16",,Twitter for iPhone,0,1,False
129963,1416157537473208321,,2021-07-16 22:07:22,"[03:37:22] 400607, 17-07-2021, 23 dose2 at TMC P Wellspring Healthcare, #COVAXIN Shop No 4 Pataskar Eclat At Servic… https://t.co/Ii9kaMXp3B",['COVAXIN'],Cowin Vaccination Availability,0,0,False
145999,1418928983140413446,Guwahati,2021-07-24 13:40:06,"Halt #Chinese #Covid Virus Shits, Says Expert. A Healthcare professional in #Thailand slammed the #Sinovac vaccines… https://t.co/HukUMRDbic","['Chinese', 'Covid', 'Thailand', 'Sinovac']",Sendible,0,0,False
115571,1407485153883037702,Sidney B.C.,2021-06-22 23:46:25,"Got my second #COVID19 vaccine today, this time #Moderna instead of the #PfizerVaccine I got in April. I am one of… https://t.co/YzQWfSLMFL","['COVID19', 'Moderna', 'PfizerVaccine']",TweetDeck,0,9,False
103277,1405757390708822029,,2021-06-18 05:20:54,"560057, 
AGE 18+
2-D1, 29-D2 slots,
#COVAXIN on 18-06-2021
@ ALLEVIATE DIAGNOSTIC CENTER(1300Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,1,False
46797,1378710360832811008,"Moscow, Russia",2021-04-04 14:05:39,"There is no #SputnikV in #Canada and there never will be.
The Canadian media never mention it 
(except to denigrate… https://t.co/dx5AYBqrOk","['SputnikV', 'Canada']",Twitter Web App,1,0,False
2259,1346111223113383945,"Toronto, Ontario",2021-01-04 15:08:19,"@CP24 ⛔ Hamilton PSW suffers rare, but severe reaction to #COVID19 vaccine - 27 Years Old.

⛔ The PSW suffered seiz… https://t.co/xSq0Fxur4k",['COVID19'],Twitter for Android,6,8,False
71148,1395144742346838016,"Chicago, IL",2021-05-19 22:30:01,"We did it, Joe. We’re FULLY vaccinated. 💉💃🏽☀️ #Moderna #HotGirlSummer #VaccinatedTop https://t.co/w59tofTLKL","['Moderna', 'HotGirlSummer', 'VaccinatedTop']",Twitter for iPhone,0,0,False
39774,1376272724297973767,Home is where the family is 😊,2021-03-28 20:39:22,"I have been through some shit days but it is good to know that my mom got her 1st dose of Pfizer-BionTech!

Plus, s… https://t.co/MRYLuuB9zl",,Twitter for Android,0,2,False
215576,1455531633507983369,"Corinth, TX",2021-11-02 13:45:58,I am 70 years. My husband is 74. All of  our grown children have been vaccinated. We received our boosters last wee… https://t.co/YWycPDpuds,,Twitter for iPhone,0,0,False
11782,1363489667820244992,"Beijing, China",2021-02-21 14:04:03,"The first shipment of #COVID19 vaccines from Chinese company #Sinovac arrived in Mexico City on Saturday, authoriti… https://t.co/mBFTOOQecT","['COVID19', 'Sinovac']",Twitter Web App,0,1,False
174173,1430080938944385034,,2021-08-24 08:14:00,@ClaireThurwood @Dr2NisreenAlwan This petition is calling for 12 - 15 year olds in England to be offered an MHRA ap… https://t.co/5ySxBB65MM,,Twitter Web App,0,0,False
29873,1374397188424441856,,2021-03-23 16:26:39,I grew an extra testicle and my balls look glorious in yoga pants now. Other than my friends calling me ET everythi… https://t.co/k1wRywdE33,,Twitter for Android,0,2,False
57799,1381679877133242368,Mumbai,2021-04-12 18:45:27,"As an expert panel approves #SputnikV for emergency use in India, here’s a snapshot of the Russian vaccine 💉 Read:… https://t.co/bTmQr9KPmD",['SputnikV'],Twitter Web App,8,39,False
117174,1409700708148940806,"Bengaluru, India",2021-06-29 02:30:14,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 29/06 at 08:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/wArrggTE5o","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,0,0,False
192719,1439636756505059330,"Bengaluru, India",2021-09-19 17:05:24,"Pincode: 560037
SPUTNIK V - Dose 2: 50 slots

Age: 18 and above  (All Ages)
Date: 20 Sep 2021
Fees: ₹1145
RainbowHo… https://t.co/yqAweWtEPh",,CowinAlertsBot,0,0,False
197314,1443161194563473408,"Bengaluru, India",2021-09-29 10:30:16,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 29/09 at 04:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/SRyDojQ8tY","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,0,0,False
96246,1403006055609769987,"Beverly Hills, CA",2021-06-10 15:08:04,@djmeiho63 @qfd_bruce @ISafeyet @Chrisfa38690886 @CarlHigbie @marthamaccallum @Hendie7407 @ICanPlainlySee… https://t.co/cOiSYKB69f,,Twitter for iPhone,0,2,False
92380,1402132238737690630,,2021-06-08 05:15:50,"@nath_ngatey sir, I’m due for my second jab of covaxin and due to the shortage of it, not able to get one, I’m from… https://t.co/dNzeOWKf6d",,Twitter for iPhone,1,1,False
149900,1420573352192745474,,2021-07-29 02:34:14,#sinovac Got my first dose of vacine... 1 more😊😊😊😊 https://t.co/ydbkIp1C6P,['sinovac'],Twitter for Android,1,0,False
113632,1408145005773000705,,2021-06-24 19:28:26,"Meeting with the US Secretary of Commerce and then with the Indian Treasury Department
$OCGN #OCUGEN #COVAXIN… https://t.co/SFZ1HLOmYb","['OCUGEN', 'COVAXIN']",Twitter for Android,2,8,False
85689,1398923302345658370,"Pune, India",2021-05-30 08:44:40,@PMCPune @PMCPune @mohol_murlidhar  @IAS_Rubal There would be requirement of second dose of #Covaxin for 18+ age gr… https://t.co/uE1Llfswos,['Covaxin'],Twitter for Android,0,1,False
23793,1369250257327034368,Türkiye,2021-03-09 11:34:35,"Global coronavirus death toll rises to 2,613,822 #coronavirus @Worldometers #AstraZeneca #Sinovac… https://t.co/X2BJWVdYBd","['coronavirus', 'AstraZeneca', 'Sinovac']",TweetDeck,2,8,False
32820,1372565782434054146,Ciudad de México,2021-03-18 15:09:18,@proceso A batch of fake Sputnik V vaccines was confiscated in Mexico. See this comparison of the genuine #SputnikV… https://t.co/HrseF8jcAD,['SputnikV'],Twitter for Android,0,2,False
119476,1410137481098391552,,2021-06-30 07:25:49,Fully vaccinated couple in the US (with Pfizer and Moderna) contract Covid and gets zero guidance. Hope we get clar… https://t.co/KZjA0yWrqD,,Twitter for iPhone,2,2,False
